0  29 ， 0.997111 
0  1095 １月 0.002889 
4236 nan2-jing1-shi4 4428 南京市 1.000000 
4237 gong1-hui4 4429 工会 1.000000 
4238 ti3-cha2 4430 体察 1.000000 
4239 min2-qing2 4431 民情 1.000000 
4240 min2-yi4 4432 民意 1.000000 
4241 fa1-dong4 4433 发动 1.000000 
4242 ai4-xin1 4435 爱心 1.000000 
4243 fu2-pin2-bang1-kun4 4436 扶贫帮困 1.000000 
4244 zhu4-ren2-wei2-le4 4437 助人为乐 1.000000 
4245 qvan2-shi4 4438 全市 1.000000 
4246 fu2-wu4-ti3-xi4 4439 服务体系 1.000000 
4247 hang2-ye4 4440 行业 1.000000 
4248 qv1 4441 区 0.666667 
4248 qv1 7224 趋 0.333333 
4249 fu2-wu4-guan3-li3 4442 服务管理 1.000000 
4250 zhuan3-gang3 4443 转岗 1.000000 
4251 pei2-xvn4 4444 培训 1.000000 
4252 jin3-kuai4 4445 尽快 1.000000 
4253 chou2-ji2 4446 筹集 1.000000 
4254 yi1-wu3-ling2-ling2 4447 １５００ 1.000000 
4255 bang1-fu2 4448 帮扶 1.000000 
4256 jie3-kun4 4449 解困 1.000000 
4257 wei4-le5 4450 为了 1.000000 
4258 dai4-dui4 4451 带队 1.000000 
4259 fen1-cheng2 4452 分成 0.500000 
4259 fen1-cheng2 7724 纷呈 0.500000 
4260 lu4 4453 路 1.000000 
4261 zong3-gong1-hui4 4454 总工会 1.000000 
4262 diao4-cha2 4455 调查 1.000000 
4263 jiu4-ji4-jin1 4456 救济金 1.000000 
4264 hua4-bo1 4457 划拨 1.000000 
4265 zhong1-shan1 4458 钟山 1.000000 
4266 te4-kun4 4459 特困 1.000000 
4267 jvan1 4460 捐 1.000000 
4268 wen4-han2-wen4-nuan3 4462 问寒问暖 1.000000 
4269 gu1-gua3-lao3-ren2 4463 孤寡老人 1.000000 
4270 li3-wei2-ping2 4464 李维平 1.000000 
4271 jing4-lao3-yvan4 4465 敬老院 1.000000 
4272 chong2-qing4-shi4 4466 重庆市 1.000000 
4273 fu2-li4 4467 福利 1.000000 
4274 mu4-jvan1 4468 募捐 1.000000 
4275 ru4-dong1 4470 入冬 1.000000 
4276 yi1-liu4-ling2-ling2-ling2 4471 １６０００ 1.000000 
4277 mei3-ren2 4472 每人 1.000000 
4278 jvan1-zeng4 4473 捐赠 1.000000 
4279 jia1-hou4-xing2 4474 加厚型 1.000000 
4280 ta4-hua1-bei4 4475 踏花被 1.000000 
4281 man3-zai4 4476 满载 1.000000 
4282 ka3-che1 4477 卡车 1.000000 
4283 pi1-hong2-gua4-cai3 4478 披红挂彩 1.000000 
4284 liu4-ling2-ling2-ling2 4479 ６０００ 1.000000 
4285 bei4-zi5 4480 被子 1.000000 
4286 yvn4 4481 运 1.000000 
4287 fu2-ling2 4482 涪陵 1.000000 
4288 qian2-jiang1 4483 黔江 1.000000 
4289 zi1-zhu4 4484 资助 1.000000 
4290 gong1-yv4 4485 公寓 1.000000 
4291 si4-si4-san1 4486 ４４３ 1.000000 
4292 jin1-e2 4487 金额 1.000000 
4293 qi1-wu3-ling2 4488 ７５０ 1.000000 
4294 duo1-guan3-qi2-xia4 4489 多管齐下 1.000000 
4295 min2 4490 民 1.000000 
4296 jia3-jian4-zhou1 4491 贾建舟 1.000000 
4297 liu2-lei3 4492 刘磊 1.000000 
4298 ji3-nan2-shi4 4493 济南市 1.000000 
4299 han2-dong1 4494 寒冬 1.000000 
4300 nuan3-liu2 4496 暖流 1.000000 
4301 zhuan1-men2 4497 专门 1.000000 
4302 jv1-min2 4498 居民 1.000000 
4303 mei3-yve4 4499 每月 1.000000 
4304 fa1-fang4 4500 发放 1.000000 
4305 yvan2-yve4-fen4 4501 元月份 1.000000 
4306 bao3-zhang4-jin1 4502 保障金 1.000000 
4307 ci3-wai4 4503 此外 1.000000 
4308 guo4-jie2 4504 过节 1.000000 
4309 san1-ri4 4505 ３日 1.000000 
4310 chang2-jiang1 4506 长江 1.000000 
4311 zhong1-xia4-you2 4507 中下游 1.000000 
4312 yi3-bei3 4508 以北 1.000000 
4313 bo2-hai3 4509 渤海 1.000000 
4314 huang2-hai3 4510 黄海 1.000000 
4315 dong1-bei3-bu4 4511 东北部 1.000000 
4316 dong1-bei3 4512 东北 1.000000 
4317 xiao3-dao4-zhong1-xve3 4513 小到中雪 1.000000 
4318 xi1-bei3 4514 西北 1.000000 
4319 du4-pn4 4190 １０ 1.000000 
4320 ling2 8 — 0.246761 
4320 ling2 34 。 0.249372 
4320 ling2 1095 １月 0.005119 
4320 ling2 4515 ℃ 0.249374 
4320 ling2 6992 ０ 0.124687 
4320 ling2 7141 零 0.124687 
4321 jiang1-huai2 4516 江淮 1.000000 
4322 da4-yv3 4517 大雨 1.000000 
4323 shou3-ying2-shi4 4518 首迎式 1.000000 
4324 huang2-pu3-jiang1-pan4 4519 黄浦江畔 1.000000 
4325 dian4-shi4-ta3 4520 电视塔 1.000000 
4326 re4-nao4-fei1-fan2 4521 热闹非凡 1.000000 
4327 sheng4-jing3 4522 盛景 1.000000 
4328 gong1-xve2 4523 龚学 1.000000 
4329 zhe4-xiang4 4524 这项 1.000000 
4330 lv3-you2-ye4 4525 旅游业 1.000000 
4331 zui4-gao1 4526 最高 1.000000 
4332 zheng4-zhi2 4527 正值 1.000000 
4333 lv3-you2-jv2 4528 旅游局 1.000000 
4334 xin1-qi4-xiang4 4529 新气象 1.000000 
4335 you2-lan3 4530 游览 1.000000 
4336 guan1-guang1 4531 观光 1.000000 
4337 ling3-lve4 4532 领略 1.000000 
4338 gui1-li4 4533 瑰丽 1.000000 
4339 gai1-shi4 4534 该市 1.000000 
4340 jv4-bei4 4535 具备 1.000000 
4341 zu3-jian4 4536 组建 1.000000 
4342 wei3 4537 委 1.000000 
4343 chu1-bu4 4538 初步 1.000000 
4344 xian2-jie1 4539 衔接 1.000000 
4345 yi1-pn4-yi1-yi1-yve4 4540 １—１１月 1.000000 
4346 yi1-wu3-san1-jiu3 4541 １５３．９ 1.000000 
4347 yi1-er4-si4-yi4 4542 １２．４亿 1.000000 
4348 yi1-liu4-san1 4543 １６．３％ 1.000000 
4349 yi1-si4-qi1 4544 １４．７％ 1.000000 
4350 ru2-chang2 4545 如常 1.000000 
4351 zheng1-zheng1-ri4-shang4 4546 蒸蒸日上 1.000000 
4352 xiang1-gang3-te4-qv1-zheng4-fu3 4547 香港特区政府 1.000000 
4353 da4-shi4-lu4 4548 大事录 1.000000 
4354 fen3-sui4 4549 粉碎 1.000000 
4355 qi1-yve4 4550 ７月 0.833333 
4355 qi1-yve4 5238 七月 0.166667 
4356 hui1-an4 4551 灰暗 1.000000 
4357 yv4-yan2 4552 预言 1.000000 
4358 shi4-xiang4 4554 事项 1.000000 
4359 xing2-zheng4-qv1 4555 行政区 1.000000 
4360 zi1-ben3-zhu3-yi4 4556 资本主义 1.000000 
4361 yvan2-you3 4557 原有 1.000000 
4362 wu3-shi2-nian2 4558 五十年 1.000000 
4363 fa1-xing2 4559 发行 1.000000 
4364 shui4-zhi4 4560 税制 1.000000 
4365 guan1-shui4-qv1 4561 关税区 1.000000 
4366 gong1-wu4-yvan2 4562 公务员 1.000000 
4367 te4-qv1 4563 特区 1.000000 
4368 bao4-gao4 4564 报告 1.000000 
4369 ye4 4565 页 0.333333 
4369 ye4 5339 夜 0.666667 
4370 wen2-zhong1 4566 文中 1.000000 
4371 shi4-jie4-yin2-hang2 4567 世界银行 1.000000 
4372 guo2-ji4-huo4-bi4-ji1-jin1-zu3-zhi1 4568 国际货币基金组织 1.000000 
4373 li3-shi4-hui4 4569 理事会 1.000000 
4374 nian2-hui4 4570 年会 1.000000 
4375 cai2-zhang3 4571 财长 1.000000 
4376 yang1-hang2 4572 央行 1.000000 
4377 hang2-zhang3 4573 行长 1.000000 
4378 guan1-yvan2 4574 官员 1.000000 
4379 er4-ling2-ling2-ling2 4575 ２０００ 1.000000 
4380 chuan2-mei2 4576 传媒 1.000000 
4381 guan1-gan3 4578 观感 1.000000 
4382 kua4-bu4 4579 跨步 1.000000 
4383 chong2-shen1 4580 重申 1.000000 
4384 wei2-chi2 4581 维持 1.000000 
4385 lian2-xi4-hui4-lv4 4582 联系汇率 1.000000 
4386 tong1-zhang4-lv4 4584 通胀率 1.000000 
4387 yin2-hang2-ye4 4585 银行业 1.000000 
4388 shen3-shen4 4586 审慎 1.000000 
4389 dai4-kuan3 4587 贷款 1.000000 
4390 zi1-ben3 4588 资本 1.000000 
4391 chong1-zu2 4589 充足 1.000000 
4392 bi3-lv4 4590 比率 1.000000 
4393 zu1-jin1 4591 租金 1.000000 
4394 lou2-jia4 4592 楼价 1.000000 
4395 hui4-lv4 4593 汇率 1.000000 
4396 jia3-ruo4 4594 假若 1.000000 
4397 hao3-zhuan3 4595 好转 1.000000 
4398 ben3-gang3 4596 本港 1.000000 
4399 fu4-yvan2 4597 复原 1.000000 
4400 zhang3-guan1 4599 长官 1.000000 
4401 dong3-jian4-hua2 4600 董建华 1.000000 
4402 jiu3 4601 ９ 0.428571 
4402 jiu3 5334 九 0.428571 
4402 jiu3 7159 久 0.142857 
4403 wai4-fang3 4602 外访 1.000000 
4404 shou3-fen4 4603 首份 1.000000 
4405 shi1-zheng4 4604 施政 1.000000 
4406 she4-lun4 4605 社论 1.000000 
4407 ping2-lun4 4606 评论 1.000000 
4408 fei3-ran2 4607 斐然 1.000000 
4409 qian2-cheng2-jin3-xiu4 4608 前程锦绣 1.000000 
4410 xin1-nian2-yi1-shi3 4609 新年伊始 1.000000 
4411 zhong1-wen2 4610 中文 1.000000 
4412 yv4-man3-qvan2-qiu2 4611 誉满全球 1.000000 
4413 shang5 80 上 1.000000 
4414 ri4-bao4 4612 日报 1.000000 
4415 jin3-xiu4-qian2-cheng2 4613 锦绣前程 1.000000 
4416 ou1-ge1 4614 讴歌 1.000000 
4417 zhen1-dui4 4615 针对 1.000000 
4418 xin1-xing2 4616 新型 1.000000 
4419 shi4-tai4 4617 事态 1.000000 
4420 zu3-cheng2-bu4-fen5 4618 组成部分 1.000000 
4421 yin3-shu4 4619 引述 1.000000 
4422 fen1-she4 4620 分社 1.000000 
4423 she4-zhang3 4621 社长 1.000000 
4424 wang2-qi3-ren2 4622 王启人 1.000000 
4425 zheng4-qvan2 4623 政权 1.000000 
4426 hou4-guo4-du4-qi1 4624 后过渡期 1.000000 
4427 ping2-wen3 4625 平稳 1.000000 
4428 gai1-bao4 4626 该报 1.000000 
4429 biao3-da2 4627 表达 1.000000 
4430 hua2-ao4 4628 华澳 1.000000 
4431 kan1-deng1 4629 刊登 1.000000 
4432 chao2-zhe5 4630 朝着 1.000000 
4433 she4-ping2 4631 社评 1.000000 
4434 jiao1-ao4 4632 骄傲 1.000000 
4435 yi4-tong2 4633 一同 1.000000 
4436 wen2-hui4-bao4 4634 文汇报 1.000000 
4437 wu2-bi3 4635 无比 1.000000 
4438 hua4-shi2-dai4 4636 划时代 1.000000 
4439 nian2-tou2 4637 年头 1.000000 
4440 shou1-hui2 4638 收回 1.000000 
4441 qvan2-shi4-jie4 4639 全世界 1.000000 
4442 ke3-xing2-xing4 4640 可行性 1.000000 
4443 zan4-shang3 4641 赞赏 1.000000 
4444 shang1-bao4 4642 商报 1.000000 
4445 wen3-bu4 4643 稳步 1.000000 
4446 kuai4-su4-wen3-ding4 4644 快速稳定 1.000000 
4447 da4-gong1-bao4 4645 大公报 1.000000 
4448 gang3-ren2 4646 港人 1.000000 
4449 cong2-lai2 4647 从来 1.000000 
4450 zi4-hao2 4648 自豪 1.000000 
4451 yvan2-qvan2 4649 源泉 1.000000 
4452 zong3-shang1-hui4 4650 总商会 1.000000 
4453 hui4-yvan2 4651 会员 1.000000 
4454 tuan2-bai4 4652 团拜 1.000000 
4455 jiu3-hui4 4653 酒会 1.000000 
4456 qin2-wen2-jvn4 4654 秦文俊 1.000000 
4457 zeng1-xian4-zi3 4655 曾宪梓 1.000000 
4458 xin1-ji4-yvan2 4656 新纪元 1.000000 
4459 wu2-lun4 4657 无论 1.000000 
4460 tou2-zi1-zhe3 4658 投资者 1.000000 
4461 lin2-shi2-qv1-yv4 4659 临时区域 1.000000 
4462 zheng4-jv2 4660 政局 1.000000 
4463 da4-pu3 4661 大埔 1.000000 
4464 tian1-shui3 4662 天水 1.000000 
4465 dong4-gan3 4663 动感 1.000000 
4466 jia1-nian2-hua2-hui4 4664 嘉年华会 1.000000 
4467 biao3-yan3-zhe3 4665 表演者 1.000000 
4468 long2 4666 龙 1.000000 
4469 tiao4 4667 跳 1.000000 
4470 long2-wu3 4668 龙舞 1.000000 
4471 yi1-ba1-ling2 4669 １８０ 1.000000 
4472 ying1-chi3 4670 英尺 1.000000 
4473 chun1-lian2 4671 春联 1.000000 
4474 nei4-di4 4672 内地 1.000000 
4475 yv3-mao2-qiu2 4673 羽毛球 1.000000 
4476 xvan3-shou3 4674 选手 1.000000 
4477 bi3-sai4 4675 比赛 1.000000 
4478 deng1-gao1 4676 登高 1.000000 
4479 bie2-jv4-yi4-ge2 4677 别具一格 1.000000 
4480 zheng1-xian1 4678 争先 1.000000 
4481 dian4-shi4 4679 电视 1.000000 
4482 shuang1-xiang4 4680 双向 1.000000 
4483 chuan2-song4 4681 传送 1.000000 
4484 liu2-xiao3-ming2 4682 刘小明 1.000000 
4485 jian4-shen1 4683 健身 1.000000 
4486 pan1-deng1 4684 攀登 1.000000 
4487 nan2-nv3-lao3-shao4 4685 男女老少 1.000000 
4488 yv3-ci3-tong2-shi2 4686 与此同时 1.000000 
4489 dian4-shi4-tai2 4687 电视台 1.000000 
4490 dian4-shi4-jie2-mu4 4688 电视节目 1.000000 
4491 guo2-jia1-ti3-wei3 4689 国家体委 1.000000 
4492 shao4-zu3 4691 绍祖 1.000000 
4493 jv3 4692 举 1.000000 
4494 qiang1 4693 枪 1.000000 
4495 fa1-ling4 4694 发令 1.000000 
4496 jiao3-xia4 4695 脚下 1.000000 
4497 da4-xve3-fen1-fei1 4696 大雪纷飞 1.000000 
4498 qing2-kong1 4697 晴空 1.000000 
4499 sa3-bian4 4698 洒遍 1.000000 
4500 qvn2-shan1 4699 群山 1.000000 
4501 ge4-hang2-ge4-ye4 4700 各行各业 1.000000 
4502 yvn2-ji2 4701 云集 1.000000 
4503 hao4-hao4-dang4-dang4 4702 浩浩荡荡 1.000000 
4504 dui4-wu3-fen1 4703 队伍分 1.000000 
4505 zu3-bie2 4704 组别 1.000000 
4506 chu1-fa1 4705 出发 1.000000 
4507 gao1-chu4 4706 高处 1.000000 
4508 feng1-huo3-tai2 4707 烽火台 1.000000 
4509 ting3-jin4 4708 挺进 1.000000 
4510 chang2-pao3 4709 长跑 1.000000 
4511 nian2-yv2-gu3-xi1 4710 年逾古稀 1.000000 
4512 dui4-yvan2 4711 队员 1.000000 
4513 lian2-xv4 4712 连续 1.000000 
4514 xiang4-zheng1 4713 象征 1.000000 
4515 zhang1-fa1-qiang2 4714 张发强 1.000000 
4516 duan4-lian4 4715 锻炼 1.000000 
4517 pei2-yang3 4716 培养 1.000000 
4518 gan3-yv2 4717 敢于 1.000000 
4519 jian1-nan2-xian3-zu3 4718 艰难险阻 1.000000 
4520 wang1-dao4-han2 4719 汪道涵 1.000000 
4521 za2-zhi4 4720 杂志 1.000000 
4522 chun1-shi4 4721 春事 1.000000 
4523 xie2-hui4 4722 协会 1.000000 
4524 hao4 4723 号 0.666667 
4524 hao4 7739 浩 0.333333 
4525 shu3-se4 4724 曙色 1.000000 
4526 yi3-ran2 4725 已然 1.000000 
4527 ke3-bian4 4726 可辨 1.000000 
4528 ao4 4728 澳 1.000000 
4529 bu4-jiu3-qian2 4729 不久前 1.000000 
4530 da4-lu4 4730 大陆 1.000000 
4531 cheng2-qian2-qi3-hou4 4731 承前启后 1.000000 
4532 ji4-wang3-kai1-lai2 4732 继往开来 1.000000 
4533 sheng4-hui4 4733 盛会 1.000000 
4534 ji2-ti3 4734 集体 1.000000 
4535 guo2-shi4-fang3-wen4 4735 国事访问 1.000000 
4536 chan3-sheng1 4736 产生 1.000000 
4537 jian4-jie1 4737 间接 1.000000 
4538 tai2-shang1 4738 台商 1.000000 
4539 gui1-mo2 4740 规模 1.000000 
4540 re4-luo4 4741 热络 1.000000 
4541 tai2-bao1 4742 台胞 1.000000 
4542 hai3-xie2 4743 海协 1.000000 
4543 hai3-ji1-hui4 4744 海基会 1.000000 
4544 gou1-tong1 4745 沟通 1.000000 
4545 chong2-xin1 4746 重新 1.000000 
4546 chu3-zai4 4748 处在 1.000000 
4547 sheng4-xia4 4749 剩下 1.000000 
4548 duan3-duan3 4750 短短 1.000000 
4549 yan2-su4 4751 严肃 1.000000 
4550 san1-dian3 4752 三点 1.000000 
4551 ji2-zao3 4753 及早 1.000000 
4552 chuang4-zao4-tiao2-jian4 4754 创造条件 1.000000 
4553 xie2-yi4 4755 协议 1.000000 
4554 ci3-ji1-chu3 4756 此基础 1.000000 
4555 gui1-hua4 4757 规划 1.000000 
4556 yv3-yi3 4758 予以 1.000000 
4557 shou4-qvan2 4759 授权 1.000000 
4558 cheng2-xv4-xing4 4760 程序性 1.000000 
4559 liang3-hui4 4761 两会 1.000000 
4560 jing1-ji4-xing4 4762 经济性 1.000000 
4561 shi4-wu4-xing4 4763 事务性 1.000000 
4562 yi4-ti2 4764 议题 1.000000 
4563 shang1-tan2 4765 商谈 1.000000 
4564 di4-er4 4766 第二 1.000000 
4565 hu4-bu3 4767 互补 1.000000 
4566 hu4-li4 4768 互利 1.000000 
4567 qv1-yv4-hua4 4769 区域化 1.000000 
4568 fa1-zhan3-qv1-shi4 4770 发展趋势 1.000000 
4569 chang2-yvan3 4771 长远 1.000000 
4570 qi2-yi4 4772 歧异 1.000000 
4571 fang2-ai4 4773 妨碍 1.000000 
4572 ren2-wei2 4774 人为 1.000000 
4573 xian4-zhi4 4775 限制 1.000000 
4574 chao2-liu2 4776 潮流 1.000000 
4575 gong1-shang1-jie4 4777 工商界 1.000000 
4576 chan3-ye4 4778 产业 1.000000 
4577 niu3-dai4 4779 纽带 1.000000 
4578 hou4-zhi2 4780 厚植 1.000000 
4579 fen1-wei2 4781 氛围 1.000000 
4580 qv1-zhe2 4782 曲折 1.000000 
4581 zu3-dang3 4784 阻挡 1.000000 
4582 you2-zhong1 4785 由衷 1.000000 
4583 qi3-dian3 4786 起点 1.000000 
4584 zhong1-yang1-qi4-xiang4-tai2 4787 中央气象台 1.000000 
4585 shang4-xvn2 4788 上旬 1.000000 
4586 shi4-li5 4789 势力 1.000000 
4587 wu3-ri4 4790 ５日 1.000000 
4588 da4-feng1 4791 大风 1.000000 
4589 qing3 4792 请 1.000000 
4590 fang2-feng1 4793 防风 1.000000 
4591 fang2-dong4 4794 防冻 1.000000 
4592 qi1-ri4 4795 ７日 1.000000 
4593 huang2-huai2 4796 黄淮 1.000000 
4594 yv3-jia1-xve3 4798 雨夹雪 1.000000 
4595 xi1-nan2 4799 西南 1.000000 
4596 jiao4-wei2 4800 较为 1.000000 
4597 wang4-sheng4 4801 旺盛 1.000000 
4598 liu4-ri4 4802 ６日 1.000000 
4599 yin1-yv3 4803 阴雨 1.000000 
4600 zong1-he2 4804 综合 1.000000 
4601 wen2-gao4 4805 文告 1.000000 
4602 shou3-xiang4 4806 首相 1.000000 
4603 qiao2-ben3-long2-tai4-lang2 4807 桥本龙太郎 1.000000 
4604 guan1-di3 4808 官邸 1.000000 
4605 ti3-xi4 4809 体系 1.000000 
4606 shang4-lai2 4810 上来 1.000000 
4607 yi1-er4-ling2-ling2 4811 １２００ 1.000000 
4608 yi4-ri4 4812 亿日 1.000000 
4609 ge4-ren2 4813 个人 1.000000 
4610 zi1-chan3 4814 资产 1.000000 
4611 ba1-ling2-ling2-ling2-yi4 4815 ８０００亿 1.000000 
4612 jing4-zi1-chan3 4816 净资产 1.000000 
4613 er4-ling2-ling2-ling2-yi4 4817 ２０００亿 1.000000 
4614 jv1 4818 居 1.000000 
4615 wai4-hui4 4819 外汇 1.000000 
4616 chu3-bei4 4820 储备 1.000000 
4617 bi4-yao4 4821 必要 1.000000 
4618 dan1-xin1 4822 担心 1.000000 
4619 jin1-rong2-ling3-yv4 4823 金融领域 1.000000 
4620 qiao2-ben3 4824 桥本 1.000000 
4621 zi4-min2-dang3 4825 自民党 1.000000 
4622 dui4-ce4 4826 对策 1.000000 
4623 jian3-shui4 4827 减税 1.000000 
4624 jin1-yong3 4828 金泳 1.000000 
4625 san1-he2 4829 三和 1.000000 
4626 jin1-da4-zhong1 4830 金大中 1.000000 
4627 qi2-xin1 4832 齐心 1.000000 
4628 nan2-guan1 4834 难关 1.000000 
4629 min2-zhu3-hua4 4835 民主化 1.000000 
4630 da4-zhong4 4836 大众 1.000000 
4631 guan3-zhi4 4837 管制 1.000000 
4632 zui4-zhong1 4838 最终 1.000000 
4633 ba1-ga1-ban1-di2 4839 巴嘎班迪 1.000000 
4634 wan3 4840 晚 1.000000 
4635 tong2-xin1-xie2-li4 4841 同心协力 1.000000 
4636 qi3-se4 4842 起色 1.000000 
4637 xv4-mu4-ye4 4844 畜牧业 1.000000 
4638 tong3-yi1-xing4 4845 统一性 1.000000 
4639 lian2-xv4-xing4 4846 连续性 1.000000 
4640 tai4-guo2 4847 泰国 1.000000 
4641 chuan1-pn4-li4-pai4 4848 川·立派 1.000000 
4642 qi2-xin1-xie2-li4 4849 齐心协力 1.000000 
4643 kun4-jing4 4850 困境 1.000000 
4644 ma3-lai2-xi1-ya4 4851 马来西亚 1.000000 
4645 ma3-ha1-di4-er3 4852 马哈蒂尔 1.000000 
4646 zun1-yan2 4853 尊严 1.000000 
4647 jiao3-du4 4854 角度 1.000000 
4648 qv1-fu2 4855 屈服 1.000000 
4649 tou2-xiang2 4856 投降 1.000000 
4650 fen4-qi3 4857 奋起 1.000000 
4651 yin4-du4-ni2-xi1-ya4 4858 印度尼西亚 1.000000 
4652 su1-ha1-tuo1 4859 苏哈托 1.000000 
4653 bu4-guan3 4860 不管 1.000000 
4654 jiu4-shi4 4861 就是 1.000000 
4655 yin4-ni2 4862 印尼 1.000000 
4656 xin1-jia1-po1 4863 新加坡 1.000000 
4657 wu2-zuo4-dong4 4864 吴作栋 1.000000 
4658 lin2-guo2 4865 邻国 1.000000 
4659 fang4-man4 4866 放慢 1.000000 
4660 jing1-ji4-ji1-chu3 4867 经济基础 1.000000 
4661 jv4-e2 4868 巨额 1.000000 
4662 jin1-rong2-ye4 4869 金融业 1.000000 
4663 fa1-da2 4870 发达 1.000000 
4664 bo1-lan2 4871 波兰 1.000000 
4665 ke4-wa3-xi1-nie4-fu1-si1-ji1 4872 克瓦希涅夫斯基 1.000000 
4666 yin1-er2 4873 因而 1.000000 
4667 gang1-guo3-min2-zhu3-gong4-he2-guo2 4874 刚果民主共和国 1.000000 
4668 ka3-bi3-la1 4875 卡比拉 1.000000 
4669 gang1-guo3 4876 刚果 1.000000 
4670 nu2-yi4 4877 奴役 1.000000 
4671 chong2-jian4 4878 重建 1.000000 
4672 zhuo2-shou3 4879 着手 1.000000 
4673 zhi2-xing2 4880 执行 1.000000 
4674 zhi3-zai4 4881 旨在 1.000000 
4675 wei4-min2-zao4-fu2 4882 为民造福 1.000000 
4676 jin3-kuai4-hui1-fu4 4883 尽快恢复 1.000000 
4677 jin4-kou3 4884 进口 1.000000 
4678 zhun3-jvn1-shi4 4885 准军事 1.000000 
4679 xing4-zhi4 4886 性质 0.500000 
4679 xing4-zhi4 7447 兴致 0.500000 
4680 fu2-wu4-dui4 4887 服务队 1.000000 
4681 bao3-wei4 4888 保卫 1.000000 
4682 mo4-sang1-bi3-ke4 4889 莫桑比克 1.000000 
4683 xi1-sa4-nuo4 4890 希萨诺 1.000000 
4684 ma3-pu3-tuo1 4891 马普托 1.000000 
4685 tong1-huo4-peng2-zhang4 4892 通货膨胀 1.000000 
4686 kong4-zhi4 4893 控制 1.000000 
4687 yi1-lai4 4894 依赖 1.000000 
4688 neng2-yvan2 4895 能源 1.000000 
4689 zeng1-zhang3-lv4 4896 增长率 1.000000 
4690 zuo3-you4 4898 左右 1.000000 
4691 shi3-guan3 4899 使馆 1.000000 
4692 ke4-ren2 4900 客人 1.000000 
4693 a1-lian2-qiu2 4901 阿联酋 1.000000 
4694 lin2-jiao3-ming2 4902 林皎明 1.000000 
4695 qian2-ye4 4903 前夜 1.000000 
4696 huan1-sheng1-xiao4-yv3 4904 欢声笑语 1.000000 
4697 hu1-ran2 4905 忽然 1.000000 
4698 men2-wai4 4906 门外 1.000000 
4699 mi3 4907 米 1.000000 
4700 nong2-mei2-da4-yan3 4908 浓眉大眼 1.000000 
4701 lian3 4909 脸 1.000000 
4702 qing1-xiu4 4910 清秀 1.000000 
4703 chuan1 4912 穿 1.000000 
4704 tao4 4913 套 1.000000 
4705 te4-zhi4 4914 特制 1.000000 
4706 shen1-se4 4915 深色 1.000000 
4707 zhong1-shan1-zhuang1 4916 中山装 1.000000 
4708 qian2-xiong1-dai4 4917 前胸袋 1.000000 
4709 cha1 4918 插 1.000000 
4710 jin1-pa4 4919 巾帕 1.000000 
4711 nian2-ji4 4920 年纪 1.000000 
4712 yan2-tan2-jv3-zhi3 4921 言谈举止 1.000000 
4713 yan3-ran2 4922 俨然 1.000000 
4714 da4-ren2 4923 大人 1.000000 
4715 za1-ye1-de2 4924 扎耶德 1.000000 
4716 ai4-sun1 4925 爱孙 1.000000 
4717 a1-yi2 4926 阿姨 1.000000 
4718 hu2-cai3-ling2 4927 胡彩玲 1.000000 
4719 hua4-li2-ming2 4928 华黎明 1.000000 
4720 te4-yi4 4929 特意 1.000000 
4721 lian2-huan1-hui4 4930 联欢会 1.000000 
4722 hua1-lan2 4933 花篮 1.000000 
4723 zhen1-gui4 4934 珍贵 1.000000 
4724 hui4-zhi4 4935 绘制 1.000000 
4725 cai3-bi3 4936 彩笔 1.000000 
4726 yi4-tiao2-long2 4937 一条龙 1.000000 
4727 ming2-zi5 4938 名字 1.000000 
4728 le4-de5 4940 乐得 1.000000 
4729 he2-bu4-long3-zui3 4941 合不拢嘴 1.000000 
4730 xiao4-sheng1 4942 笑声 1.000000 
4731 yao2-kong4 4944 遥控 1.000000 
4732 tai4-kong1-che1 4945 太空车 1.000000 
4733 song4-gei3 4946 送给 1.000000 
4734 wan2-jv4 4947 玩具 1.000000 
4735 huai2-li3 4949 怀里 1.000000 
4736 bu4-shi2 4950 不时 1.000000 
4737 bai3-nong4 4951 摆弄 1.000000 
4738 ping2-guo3 4952 苹果 1.000000 
4739 zui3-li3 4953 嘴里 1.000000 
4740 cong1-ming5 4954 聪明 1.000000 
4741 ting1-hua4 4955 听话 1.000000 
4742 xve2 4956 学 1.000000 
4743 ying1-yv3 4957 英语 1.000000 
4744 fa3-yv3 4958 法语 1.000000 
4745 liu2-li4 4959 流利 1.000000 
4746 ri4-chang2 4960 日常 1.000000 
4747 pu3-tong1 4962 普通 1.000000 
4748 xi3-huan1 4963 喜欢 1.000000 
4749 ti1 4964 踢 1.000000 
4750 zu2-qiu2 4965 足球 1.000000 
4751 you2-yong3 4966 游泳 1.000000 
4752 wang2-gong1 4967 王宫 1.000000 
4753 dan1-du2 4968 单独 1.000000 
4754 tao4-jian1 4969 套间 1.000000 
4755 xiao3-jia1-huo3 4970 小家伙 1.000000 
4756 sun1-wu4-kong1 4971 孙悟空 1.000000 
4757 hu2-lu2 4972 葫芦 1.000000 
4758 wa2 4973 娃 1.000000 
4759 jin1-gang1 4974 金刚 1.000000 
4760 te4 4975 特 1.000000 
4761 hu2 4976 胡 1.000000 
4762 bao1 4977 包 1.000000 
4763 jiao3-zi5 4978 饺子 1.000000 
4764 sha1-te4 4979 沙特 1.000000 
4765 zhong1-guo2-dui4 4980 中国队 1.000000 
